REGION,EMISSION,YEAR,VALUE
REGION1,ITHO,2036,185.7766896
REGION1,ITHO,2037,186.7061592
REGION1,ITHO,2038,187.6356288
REGION1,ITHO,2039,188.5650984
REGION1,ITHO,2040,189.494568
REGION1,ITHO,2041,189.996984
REGION1,ITHO,2042,190.4994
REGION1,ITHO,2043,191.001816
REGION1,ITHO,2044,191.504232
REGION1,ITHO,2045,192.006648
REGION1,ITHO,2046,192.4002072
REGION1,ITHO,2047,192.7937664
REGION1,ITHO,2048,193.1873256
REGION1,ITHO,2049,193.5809
REGION1,ITHO,2050,193.974444
REGION1,ITHO,2051,194.3623929
REGION1,ITHO,2052,194.7511177
REGION1,ITHO,2053,195.1406199
REGION1,ITHO,2054,195.5309011
REGION1,ITHO,2055,195.921963
REGION1,ITHO,2056,196.3138069
REGION1,ITHO,2057,196.7064345
REGION1,ITHO,2058,197.0998474
REGION1,ITHO,2059,197.4940471
REGION1,ITHO,2060,197.8890351
REGION1,LTHO,2015,1.590984
REGION1,LTHO,2016,1.590984
REGION1,LTHO,2017,1.590984
REGION1,LTHO,2018,1.590984
REGION1,LTHO,2019,1.590984
REGION1,LTHO,2020,1.590984
REGION1,LTHO,2021,1.590984
REGION1,LTHO,2022,1.590984
REGION1,LTHO,2023,1.590984
REGION1,LTHO,2024,1.590984
REGION1,LTHO,2025,1.590984
REGION1,LTHO,2026,1.590984
REGION1,LTHO,2027,1.590984
REGION1,LTHO,2028,1.590984
REGION1,LTHO,2029,1.590984
REGION1,LTHO,2030,1.590984
REGION1,LTHO,2031,1.590984
REGION1,LTHO,2032,1.590984
REGION1,LTHO,2033,1.590984
REGION1,LTHO,2034,1.590984
REGION1,LTHO,2035,1.590984
REGION1,LTHO,2036,1.6244784
REGION1,LTHO,2037,1.6579728
REGION1,LTHO,2038,1.6914672
REGION1,LTHO,2039,1.7249616
REGION1,LTHO,2040,1.758456
REGION1,LTHO,2041,1.8170712
REGION1,LTHO,2042,1.8756864
REGION1,LTHO,2043,1.9343016
REGION1,LTHO,2044,1.9929168
REGION1,LTHO,2045,2.051532
REGION1,LTHO,2046,2.4199704
REGION1,LTHO,2047,2.7884088
REGION1,LTHO,2048,3.1568472
REGION1,LTHO,2049,3.5252856
REGION1,LTHO,2050,3.893724
REGION1,LTHO,2051,3.97159848
REGION1,LTHO,2052,4.05103045
REGION1,LTHO,2053,4.132051059
REGION1,LTHO,2054,4.21469208
REGION1,LTHO,2055,4.298985921
REGION1,LTHO,2056,4.38496564
REGION1,LTHO,2057,4.472664953
REGION1,LTHO,2058,4.562118252
REGION1,LTHO,2059,4.653360617
REGION1,LTHO,2060,4.746427829
REGION1,LUHO,2015,5.508
REGION1,LUHO,2016,5.9976
REGION1,LUHO,2017,6.4872
REGION1,LUHO,2018,6.9768
REGION1,LUHO,2019,7.4664
REGION1,LUHO,2020,7.956
REGION1,LUHO,2021,7.956
REGION1,LUHO,2022,7.956
REGION1,LUHO,2023,7.956
REGION1,LUHO,2024,7.956
REGION1,LUHO,2025,7.956
REGION1,LUHO,2026,7.956
REGION1,LUHO,2027,7.956
REGION1,LUHO,2028,7.956
REGION1,LUHO,2029,7.956
REGION1,LUHO,2030,7.956
REGION1,LUHO,2031,7.956
REGION1,LUHO,2032,7.956
REGION1,LUHO,2033,7.956
REGION1,LUHO,2034,7.956
REGION1,LUHO,2035,7.956
REGION1,LUHO,2036,7.956
REGION1,LUHO,2037,7.956
REGION1,LUHO,2038,7.956
REGION1,LUHO,2039,7.956
REGION1,LUHO,2040,7.956
REGION1,LUHO,2041,7.956
REGION1,LUHO,2042,7.956
REGION1,LUHO,2043,7.956
REGION1,LUHO,2044,7.956
REGION1,LUHO,2045,7.956
REGION1,LUHO,2046,8.0784
REGION1,LUHO,2047,8.2008
REGION1,LUHO,2048,8.3232
REGION1,LUHO,2049,8.4456
REGION1,LUHO,2050,8.568
REGION1,LUHO,2051,8.61084
REGION1,LUHO,2052,8.6538942
REGION1,LUHO,2053,8.697163671
REGION1,LUHO,2054,8.740649489
REGION1,LUHO,2055,8.784352737
REGION1,LUHO,2056,8.8282745
REGION1,LUHO,2057,8.872415873
REGION1,LUHO,2058,8.916777952
REGION1,LUHO,2059,8.961361842
REGION1,LUHO,2060,9.006168651
REGION1,LVHO,2015,8.935063291
REGION1,LVHO,2016,9.108
REGION1,LVHO,2017,9.280936709
REGION1,LVHO,2018,9.453873418
REGION1,LVHO,2019,9.626810127
REGION1,LVHO,2020,9.799746835
REGION1,LVHO,2021,9.799746835
REGION1,LVHO,2022,9.799746835
REGION1,LVHO,2023,9.799746835
REGION1,LVHO,2024,9.799746835
REGION1,LVHO,2025,9.799746835
REGION1,LVHO,2026,9.799746835
REGION1,LVHO,2027,9.799746835
REGION1,LVHO,2028,9.799746835
REGION1,LVHO,2029,9.799746835
REGION1,LVHO,2030,9.799746835
REGION1,LVHO,2031,9.799746835
REGION1,LVHO,2032,9.799746835
REGION1,LVHO,2033,9.799746835
REGION1,LVHO,2034,9.799746835
REGION1,LVHO,2035,9.799746835
REGION1,LVHO,2036,9.82856962
REGION1,LVHO,2037,9.857392405
REGION1,LVHO,2038,9.88621519
REGION1,LVHO,2039,9.915037975
REGION1,LVHO,2040,9.943860759
REGION1,LVHO,2041,9.951066456
REGION1,LVHO,2042,9.958272152
REGION1,LVHO,2043,9.965477848
REGION1,LVHO,2044,9.972683544
REGION1,LVHO,2045,9.979889241
REGION1,LVHO,2046,10.04474051
REGION1,LVHO,2047,10.10959177
REGION1,LVHO,2048,10.17444304
REGION1,LVHO,2049,10.2392943
REGION1,LVHO,2050,10.30414557
REGION1,LVHO,2051,10.31444972
REGION1,LVHO,2052,10.32476416
REGION1,LVHO,2053,10.33508893
REGION1,LVHO,2054,10.34542402
REGION1,LVHO,2055,10.35576944
REGION1,LVHO,2056,10.36612521
REGION1,LVHO,2057,10.37649134
REGION1,LVHO,2058,10.38686783
REGION1,LVHO,2059,10.3972547
REGION1,LVHO,2060,10.40765195
REGION1,NLHO,2015,0.376812
REGION1,NLHO,2016,0.376812
REGION1,NLHO,2017,0.376812
REGION1,NLHO,2018,0.376812
REGION1,NLHO,2019,0.376812
REGION1,NLHO,2020,0.376812
REGION1,NLHO,2021,0.376812
REGION1,NLHO,2022,0.376812
REGION1,NLHO,2023,0.376812
REGION1,NLHO,2024,0.376812
REGION1,NLHO,2025,0.376812
REGION1,NLHO,2026,0.376812
REGION1,NLHO,2027,0.376812
REGION1,NLHO,2028,0.376812
REGION1,NLHO,2029,0.376812
REGION1,NLHO,2030,0.376812
REGION1,NLHO,2031,0.376812
REGION1,NLHO,2032,0.376812
REGION1,NLHO,2033,0.376812
REGION1,NLHO,2034,0.376812
REGION1,NLHO,2035,0.376812
REGION1,NLHO,2036,0.376812
REGION1,NLHO,2037,0.376812
REGION1,NLHO,2038,0.376812
REGION1,NLHO,2039,0.376812
REGION1,NLHO,2040,0.376812
REGION1,NLHO,2041,0.376812
REGION1,NLHO,2042,0.376812
REGION1,NLHO,2043,0.376812
REGION1,NLHO,2044,0.376812
REGION1,NLHO,2045,0.376812
REGION1,NLHO,2046,0.376812
REGION1,NLHO,2047,0.376812
REGION1,NLHO,2048,0.376812
REGION1,NLHO,2049,0.3768
REGION1,NLHO,2050,0.376812
REGION1,NLHO,2051,0.376812
REGION1,NLHO,2052,0.376812
REGION1,NLHO,2053,0.376812
REGION1,NLHO,2054,0.376812
REGION1,NLHO,2055,0.376812
REGION1,NLHO,2056,0.376812
REGION1,NLHO,2057,0.376812
REGION1,NLHO,2058,0.376812
REGION1,NLHO,2059,0.376812
REGION1,NLHO,2060,0.376812
REGION1,NOHO,2015,613.08
REGION1,NOHO,2016,613.08
REGION1,NOHO,2017,613.08
REGION1,NOHO,2018,613.08
REGION1,NOHO,2019,613.08
REGION1,NOHO,2020,613.08
REGION1,NOHO,2021,613.08
REGION1,NOHO,2022,613.08
REGION1,NOHO,2023,613.08
REGION1,NOHO,2024,613.08
REGION1,NOHO,2025,613.08
REGION1,NOHO,2026,613.08
REGION1,NOHO,2027,613.08
REGION1,NOHO,2028,613.08
REGION1,NOHO,2029,613.08
REGION1,NOHO,2030,613.08
REGION1,NOHO,2031,613.08
REGION1,NOHO,2032,613.08
REGION1,NOHO,2033,613.08
REGION1,NOHO,2034,613.08
REGION1,NOHO,2035,613.08
REGION1,NOHO,2036,613.08
REGION1,NOHO,2037,613.08
REGION1,NOHO,2038,613.08
REGION1,NOHO,2039,613.08
REGION1,NOHO,2040,613.08
REGION1,NOHO,2041,613.08
REGION1,NOHO,2042,613.08
REGION1,NOHO,2043,613.08
REGION1,NOHO,2044,613.08
REGION1,NOHO,2045,613.08
REGION1,NOHO,2046,613.08
REGION1,NOHO,2047,613.08
REGION1,NOHO,2048,613.08
REGION1,NOHO,2049,613.08
REGION1,NOHO,2050,613.08
REGION1,NOHO,2051,613.08
REGION1,NOHO,2052,613.08
REGION1,NOHO,2053,613.08
REGION1,NOHO,2054,613.08
REGION1,NOHO,2055,613.08
REGION1,NOHO,2056,613.08
REGION1,NOHO,2057,613.08
REGION1,NOHO,2058,613.08
REGION1,NOHO,2059,613.08
REGION1,NOHO,2060,613.08
REGION1,PLHO,2015,8.624808
REGION1,PLHO,2016,8.6499288
REGION1,PLHO,2017,8.6750496
REGION1,PLHO,2018,8.7001704
REGION1,PLHO,2019,8.7252912
REGION1,PLHO,2020,8.750412
REGION1,PLHO,2021,8.8425216
REGION1,PLHO,2022,8.9346312
REGION1,PLHO,2023,9.0267408
REGION1,PLHO,2024,9.1188504
REGION1,PLHO,2025,9.21096
REGION1,PLHO,2026,9.3616848
REGION1,PLHO,2027,9.5124096
REGION1,PLHO,2028,9.6631344
REGION1,PLHO,2029,9.8138592
REGION1,PLHO,2030,9.964584
REGION1,PLHO,2031,9.964584
REGION1,PLHO,2032,9.964584
REGION1,PLHO,2033,9.964584
REGION1,PLHO,2034,9.964584
REGION1,PLHO,2035,9.964584
REGION1,PLHO,2036,10.3079016
REGION1,PLHO,2037,10.6512192
REGION1,PLHO,2038,10.9945368
REGION1,PLHO,2039,11.3378544
REGION1,PLHO,2040,11.681172
REGION1,PLHO,2041,12.2422032
REGION1,PLHO,2042,12.8032344
REGION1,PLHO,2043,13.3642656
REGION1,PLHO,2044,13.9252968
REGION1,PLHO,2045,14.486328
REGION1,PLHO,2046,14.7626568
REGION1,PLHO,2047,15.0389856
REGION1,PLHO,2048,15.3153144
REGION1,PLHO,2049,15.5916
REGION1,PLHO,2050,15.867972
REGION1,PLHO,2051,16.02665172
REGION1,PLHO,2052,16.18691824
REGION1,PLHO,2053,16.34878742
REGION1,PLHO,2054,16.51227529
REGION1,PLHO,2055,16.67739805
REGION1,PLHO,2056,16.81081723
REGION1,PLHO,2057,16.94530377
REGION1,PLHO,2058,17.0808662
REGION1,PLHO,2059,17.21751313
REGION1,PLHO,2060,17.35525323
REGION1,PTHO,2015,34.33176
REGION1,PTHO,2016,40.8129264
REGION1,PTHO,2017,47.2940928
REGION1,PTHO,2018,53.7752592
REGION1,PTHO,2019,60.2564256
REGION1,PTHO,2020,66.737592
REGION1,PTHO,2021,66.4780104
REGION1,PTHO,2022,66.2184288
REGION1,PTHO,2023,65.9588472
REGION1,PTHO,2024,65.6992656
REGION1,PTHO,2025,65.439684
REGION1,PTHO,2026,65.9421
REGION1,PTHO,2027,66.444516
REGION1,PTHO,2028,66.946932
REGION1,PTHO,2029,67.449348
REGION1,PTHO,2030,67.951764
REGION1,PTHO,2031,67.9685112
REGION1,PTHO,2032,67.9852584
REGION1,PTHO,2033,68.0020056
REGION1,PTHO,2034,68.0187528
REGION1,PTHO,2035,68.0355
REGION1,PTHO,2036,68.0689944
REGION1,PTHO,2037,68.1024888
REGION1,PTHO,2038,68.1359832
REGION1,PTHO,2039,68.1694776
REGION1,PTHO,2040,68.202972
REGION1,PTHO,2041,68.202972
REGION1,PTHO,2042,68.202972
REGION1,PTHO,2043,68.202972
REGION1,PTHO,2044,68.202972
REGION1,PTHO,2045,68.202972
REGION1,PTHO,2046,68.3453232
REGION1,PTHO,2047,68.4876744
REGION1,PTHO,2048,68.6300256
REGION1,PTHO,2049,68.7724
REGION1,PTHO,2050,68.914728
REGION1,PTHO,2051,69.05255746
REGION1,PTHO,2052,69.19066257
REGION1,PTHO,2053,69.3290439
REGION1,PTHO,2054,69.46770198
REGION1,PTHO,2055,69.60663739
REGION1,PTHO,2056,69.74585066
REGION1,PTHO,2057,69.88534236
REGION1,PTHO,2058,70.02511305
REGION1,PTHO,2059,70.16516327
REGION1,PTHO,2060,70.3054936
REGION1,ROHY,2015,58.029048
REGION1,ROHY,2016,58.4644752
REGION1,ROHY,2017,58.8999024
REGION1,ROHY,2018,59.3353296
REGION1,ROHY,2019,59.7707568
REGION1,ROHY,2020,60.206184
REGION1,ROHY,2021,60.248052
REGION1,ROHY,2022,60.28992
REGION1,ROHY,2023,60.331788
REGION1,ROHY,2024,60.373656
REGION1,ROHY,2025,60.415524
REGION1,ROHY,2026,60.415524
REGION1,ROHY,2027,60.415524
REGION1,ROHY,2028,60.415524
REGION1,ROHY,2029,60.415524
REGION1,ROHY,2030,60.415524
REGION1,ROHY,2031,60.4238976
REGION1,ROHY,2032,60.4322712
REGION1,ROHY,2033,60.4406448
REGION1,ROHY,2034,60.4490184
REGION1,ROHY,2035,60.457392
REGION1,ROHY,2036,60.5913696
REGION1,ROHY,2037,60.7253472
REGION1,ROHY,2038,60.8593248
REGION1,ROHY,2039,60.9933024
REGION1,ROHY,2040,61.12728
REGION1,ROHY,2041,61.1189064
REGION1,ROHY,2042,61.1105328
REGION1,ROHY,2043,61.1021592
REGION1,ROHY,2044,61.0937856
REGION1,ROHY,2045,61.085412
REGION1,ROHY,2046,61.1189064
REGION1,ROHY,2047,61.1524008
REGION1,ROHY,2048,61.1858952
REGION1,ROHY,2049,61.2194
REGION1,ROHY,2050,61.252884
REGION1,ROHY,2051,61.252884
REGION1,ROHY,2052,61.252884
REGION1,ROHY,2053,61.252884
REGION1,ROHY,2054,61.252884
REGION1,ROHY,2055,61.252884
REGION1,ROHY,2056,61.252884
REGION1,ROHY,2057,61.252884
REGION1,ROHY,2058,61.252884
REGION1,ROHY,2059,61.252884
REGION1,ROHY,2060,61.252884
REGION1,SEHO,2015,259.707204
REGION1,SEHO,2016,258.451164
REGION1,SEHO,2017,257.195124
REGION1,SEHO,2018,255.939084
REGION1,SEHO,2019,254.683044
REGION1,SEHO,2020,253.427004
REGION1,SEHO,2021,253.0334448
REGION1,SEHO,2022,252.6398856
REGION1,SEHO,2023,252.2463264
REGION1,SEHO,2024,251.8527672
REGION1,SEHO,2025,251.459208
REGION1,SEHO,2026,251.4340872
REGION1,SEHO,2027,251.4089664
REGION1,SEHO,2028,251.3838456
REGION1,SEHO,2029,251.3587248
REGION1,SEHO,2030,251.333604
REGION1,SEHO,2031,252.4054248
REGION1,SEHO,2032,253.4772456
REGION1,SEHO,2033,254.5490664
REGION1,SEHO,2034,255.6208872
REGION1,SEHO,2035,256.692708
REGION1,SEHO,2036,256.6843344
REGION1,SEHO,2037,256.6759608
REGION1,SEHO,2038,256.6675872
REGION1,SEHO,2039,256.6592136
REGION1,SEHO,2040,256.65084
REGION1,SEHO,2041,258.2334504
REGION1,SEHO,2042,259.8160608
REGION1,SEHO,2043,261.3986712
REGION1,SEHO,2044,262.9812816
REGION1,SEHO,2045,264.563892
REGION1,SEHO,2046,266.154876
REGION1,SEHO,2047,267.74586
REGION1,SEHO,2048,269.336844
REGION1,SEHO,2049,270.927828
REGION1,SEHO,2050,272.518812
REGION1,SEHO,2051,273.8814061
REGION1,SEHO,2052,275.2508131
REGION1,SEHO,2053,276.6270672
REGION1,SEHO,2054,278.0102025
REGION1,SEHO,2055,279.4002535
REGION1,SEHO,2056,280.5178545
REGION1,SEHO,2057,281.6399259
REGION1,SEHO,2058,282.7664856
REGION1,SEHO,2059,283.8975516
REGION1,SEHO,2060,285.0331418
REGION1,SIHO,2015,15.90984
REGION1,SIHO,2016,16.0019496
REGION1,SIHO,2017,16.0940592
REGION1,SIHO,2018,16.1861688
REGION1,SIHO,2019,16.2782784
REGION1,SIHO,2020,16.370388
REGION1,SIHO,2021,16.5043656
REGION1,SIHO,2022,16.6383432
REGION1,SIHO,2023,16.7723208
REGION1,SIHO,2024,16.9062984
REGION1,SIHO,2025,17.040276
REGION1,SIHO,2026,17.2328688
REGION1,SIHO,2027,17.4254616
REGION1,SIHO,2028,17.6180544
REGION1,SIHO,2029,17.8106472
REGION1,SIHO,2030,18.00324
REGION1,SIHO,2031,18.0953496
REGION1,SIHO,2032,18.1874592
REGION1,SIHO,2033,18.2795688
REGION1,SIHO,2034,18.3716784
REGION1,SIHO,2035,18.463788
REGION1,SIHO,2036,18.6145128
REGION1,SIHO,2037,18.7652376
REGION1,SIHO,2038,18.9159624
REGION1,SIHO,2039,19.0666872
REGION1,SIHO,2040,19.217412
REGION1,SIHO,2041,19.217412
REGION1,SIHO,2042,19.217412
REGION1,SIHO,2043,19.217412
REGION1,SIHO,2044,19.217412
REGION1,SIHO,2045,19.217412
REGION1,SIHO,2046,19.5188616
REGION1,SIHO,2047,19.8203112
REGION1,SIHO,2048,20.1217608
REGION1,SIHO,2049,20.4232
REGION1,SIHO,2050,20.72466
REGION1,SIHO,2051,20.9319066
REGION1,SIHO,2052,21.14122567
REGION1,SIHO,2053,21.35263792
REGION1,SIHO,2054,21.5661643
REGION1,SIHO,2055,21.78182594
REGION1,SIHO,2056,21.9996442
REGION1,SIHO,2057,22.21964065
REGION1,SIHO,2058,22.44183705
REGION1,SIHO,2059,22.66625542
REGION1,SIHO,2060,22.89291798
REGION1,SKHO,2015,17.040276
REGION1,SKHO,2016,17.5761864
REGION1,SKHO,2017,18.1120968
REGION1,SKHO,2018,18.6480072
REGION1,SKHO,2019,19.1839176
REGION1,SKHO,2020,19.719828
REGION1,SKHO,2021,19.4100048
REGION1,SKHO,2022,19.1001816
REGION1,SKHO,2023,18.7903584
REGION1,SKHO,2024,18.4805352
REGION1,SKHO,2025,18.170712
REGION1,SKHO,2026,18.170712
REGION1,SKHO,2027,18.170712
REGION1,SKHO,2028,18.170712
REGION1,SKHO,2029,18.170712
REGION1,SKHO,2030,18.170712
REGION1,SKHO,2031,18.1623384
REGION1,SKHO,2032,18.1539648
REGION1,SKHO,2033,18.1455912
REGION1,SKHO,2034,18.1372176
REGION1,SKHO,2035,18.128844
REGION1,SKHO,2036,18.128844
REGION1,SKHO,2037,18.128844
REGION1,SKHO,2038,18.128844
REGION1,SKHO,2039,18.128844
REGION1,SKHO,2040,18.128844
REGION1,SKHO,2041,18.547524
REGION1,SKHO,2042,18.966204
REGION1,SKHO,2043,19.384884
REGION1,SKHO,2044,19.803564
REGION1,SKHO,2045,20.222244
REGION1,SKHO,2046,20.3227272
REGION1,SKHO,2047,20.4232104
REGION1,SKHO,2048,20.5236936
REGION1,SKHO,2049,20.6242
REGION1,SKHO,2050,20.72466
REGION1,SKHO,2051,20.80755864
REGION1,SKHO,2052,20.89078887
REGION1,SKHO,2053,20.97435203
REGION1,SKHO,2054,21.05824944
REGION1,SKHO,2055,21.14248244
REGION1,SKHO,2056,21.1847674
REGION1,SKHO,2057,21.22713694
REGION1,SKHO,2058,21.26959121
REGION1,SKHO,2059,21.31213039
REGION1,SKHO,2060,21.35475465
REGION1,UKHO,2015,34.125
REGION1,UKHO,2016,33.96761006
REGION1,UKHO,2017,33.81022013
REGION1,UKHO,2018,33.65283019
REGION1,UKHO,2019,33.49544025
REGION1,UKHO,2020,33.33805031
REGION1,UKHO,2021,33.39528302
REGION1,UKHO,2022,33.45251572
REGION1,UKHO,2023,33.50974843
REGION1,UKHO,2024,33.56698113
REGION1,UKHO,2025,33.62421384
REGION1,UKHO,2026,33.62421384
REGION1,UKHO,2027,33.62421384
REGION1,UKHO,2028,33.62421384
REGION1,UKHO,2029,33.62421384
REGION1,UKHO,2030,33.62421384
REGION1,UKHO,2031,33.63852201
REGION1,UKHO,2032,33.65283019
REGION1,UKHO,2033,33.66713836
REGION1,UKHO,2034,33.68144654
REGION1,UKHO,2035,33.69575472
REGION1,UKHO,2036,33.68144654
REGION1,UKHO,2037,33.66713836
REGION1,UKHO,2038,33.65283019
REGION1,UKHO,2039,33.63852201
REGION1,UKHO,2040,33.62421384
REGION1,UKHO,2041,33.63852201
REGION1,UKHO,2042,33.65283019
REGION1,UKHO,2043,33.66713836
REGION1,UKHO,2044,33.68144654
REGION1,UKHO,2045,33.69575472
REGION1,UKHO,2046,33.79591195
REGION1,UKHO,2047,33.89606918
REGION1,UKHO,2048,33.99622642
REGION1,UKHO,2049,34.0964
REGION1,UKHO,2050,34.19654088
REGION1,UKHO,2051,34.19654088
REGION1,UKHO,2052,34.19654088
REGION1,UKHO,2053,34.19654088
REGION1,UKHO,2054,34.19654088
REGION1,UKHO,2055,34.19654088
REGION1,UKHO,2056,34.19654088
REGION1,UKHO,2057,34.19654088
REGION1,UKHO,2058,34.19654088
REGION1,UKHO,2059,34.19654088
REGION1,UKHO,2060,34.19654088
